Overall Place,Gender Place,Division Place,Name,Half,Finish Net,Finish Gun
23955,10075,23955,"Baker, Christa",02:36:11,05:22:37,05:25:05
23956,10076,23956,"Parikh, Aparna",02:33:27,05:22:37,05:34:38
23958,10077,23958,"Maglio, Rachel",02:31:46,05:22:39,05:30:10
23959,10078,23959,"Stevenson, Karen",02:28:13,05:22:40,05:32:32
23965,10079,23965,"Angino, Alexis",02:36:51,05:22:47,05:29:21
23966,10080,23966,"Stein, Audrey",02:16:56,05:22:48,05:25:40
23967,10081,23967,"Comander, Amy",02:33:27,05:22:48,05:34:48
23968,10082,23968,"Tilley, Kristen",02:28:41,05:22:52,05:23:12
23969,10083,23969,"Kennedy, Megan",02:35:08,05:22:54,05:28:32
23970,10084,23970,"Bonet, Yarisa",02:33:30,05:22:54,05:27:10
23971,10085,23971,"Thomas, Emily",02:35:09,05:22:54,05:28:32
23973,10086,23973,"Murphy, Patricia",02:28:54,05:22:56,05:31:22
23974,10087,23974,"White, Helen",02:28:54,05:22:57,05:31:22
23975,10088,23975,"Martin, Ann",02:11:41,05:22:57,05:33:56
23979,10089,23979,"Tymann, Grace",02:36:09,05:23:04,05:25:33
23980,10090,23980,"Guiffre, Brooke",02:29:36,05:23:05,05:27:18
23982,10091,23982,"Sulaiman, Jenny",02:29:53,05:23:07,05:29:02
23983,10092,23983,"Papiernik, Marci",02:32:31,05:23:07,05:29:59
23986,10093,23986,"Berger, Tamar",02:13:29,05:23:12,05:30:31
23988,10094,23988,"Carey, Carolyn",02:34:30,05:23:15,05:30:32
23989,10095,23989,"Tran, Vanessa",02:03:10,05:23:17,05:34:18
23996,10096,23996,"Marques Samary, Maira",02:19:49,05:23:27,05:26:15
23998,10097,23998,"Brozowski, Kristen",02:24:40,05:23:27,05:24:07
23999,10098,23999,"Bathory, Amanda",02:07:17,05:23:28,05:26:14
24000,10099,24000,"Pichardo, Ana",02:40:52,05:23:28,05:23:33
24002,10100,24002,"Wolfe, Debra",02:23:13,05:23:31,05:34:20
24003,10101,24003,"Das, Varsha",02:34:03,05:23:32,05:34:27
24008,10102,24008,"Mendez Godinez, Lorena",02:26:51,05:23:36,05:32:30
24012,10103,24012,"Ito, Yumiko",02:03:27,05:23:43,05:28:00
24013,10104,24013,"Minahan, Lindsey",02:31:49,05:23:43,05:32:54
24014,10105,24014,"Kamouzis, Joanna",02:22:45,05:23:44,05:26:41
24016,10106,24016,"Irish, Toya",02:22:01,05:23:47,05:35:42
24018,10107,24018,"Washington, Natasha",02:22:01,05:23:47,05:35:43
24019,10108,24019,"Woodbury, Nicole",02:33:24,05:23:48,05:27:00
24020,10109,24020,"Jonsson, Anna",02:21:40,05:23:49,05:30:15
24022,10110,24022,"Nakata, Mayumi",02:22:53,05:23:49,05:34:34
24024,10111,24024,"Padilla Duran, Monica",02:28:24,05:23:51,05:33:09
24025,10112,24025,"Faulkner, Shirley",01:59:47,05:23:51,05:35:42
24027,10113,24027,"Murphy, Kristan",02:30:57,05:23:54,05:24:17
24029,10114,24029,"Zapotechne, Jessica",02:29:28,05:24:00,05:33:41
24030,10115,24030,"Herndon, Rasheda",02:29:28,05:24:01,05:33:41
24031,10116,24031,"Wu, May",02:36:57,05:24:01,05:36:13
24033,10117,24033,"Quinn, Erin",02:29:50,05:24:02,05:29:59
24034,10118,24034,"Cohen, Adrienne",02:30:12,05:24:03,05:24:35
24035,10119,24035,"Cohen, Mackenzie",02:30:12,05:24:04,05:24:35
24038,10120,24038,"Scaramuzzo, Jill",02:33:26,05:24:08,05:26:39
24039,10121,24039,"Kelly, Jessica",02:22:03,05:24:09,05:28:08
24040,10122,24040,"Salamone, Brenda",02:22:04,05:24:10,05:28:08
24044,10123,24044,"Kim, Suk",02:21:47,05:24:14,05:34:21
24045,10124,24045,"Lux, Laura",02:33:14,05:24:15,05:27:36
24046,10125,24046,"Rosenstein, Hannah",02:29:02,05:24:15,05:31:55
24049,10126,24049,"Kim, Susan",02:21:49,05:24:17,05:34:21
24052,10127,24052,"Magdeburger, Laura",02:26:22,05:24:20,05:32:46
24056,10128,24056,"Levy, Monica",02:32:44,05:24:24,05:35:14
24061,10129,24061,"Pere-Simola, Pirjo",02:24:27,05:24:37,05:34:57
24063,10130,24063,"Rajani, Alisha",02:35:14,05:24:38,05:34:24
24066,10131,24066,"Butler, Janine",02:30:20,05:24:46,05:33:53
24070,10132,24070,"Livingston, Noreen",02:38:33,05:24:53,05:31:12
24072,10133,24072,"Bohan, Sarah",02:01:09,05:24:55,05:27:54
24075,10134,24075,"Kleiminger, Iris",02:19:17,05:25:01,05:34:52
24076,10135,24076,"Starr, Melissa",02:22:12,05:25:01,05:30:59
24077,10136,24077,"Thomason, Kimberly",02:34:32,05:25:01,05:31:04
24080,10137,24080,"Kleinschmidt, Colleen",02:13:59,05:25:06,05:25:29
24081,10138,24081,"Tracey, Irene",02:26:57,05:25:07,05:29:00
24083,10139,24083,"Nagrani, Rakhi",02:28:22,05:25:11,05:28:17
24086,10140,24086,"Tormen, Nadia",02:31:19,05:25:14,05:31:26
24088,10141,24088,"Greminger, Elizabeth",02:06:45,05:25:17,05:25:37
24090,10142,24090,"Vicino, Kristen",02:31:28,05:25:18,05:28:06
24091,10143,24091,"Hagan, Kendall",02:28:09,05:25:18,05:32:37
24092,10144,24092,"Kuharich, Megan",02:28:08,05:25:18,05:32:37
24094,10145,24094,"Butcher, Debbie",02:16:22,05:25:21,05:34:06
24096,10146,24096,"Worthy, Krystal",02:26:33,05:25:23,05:30:26
24099,10147,24099,"Labonte, Jasmine",02:27:03,05:25:25,05:34:50
24100,10148,24100,"Strickland, Allison",02:32:17,05:25:25,05:26:26
24102,10149,24102,"Mahon, Patricia",02:21:32,05:25:27,05:35:05
24103,10150,24103,"Frazer, Lynette",02:38:39,05:25:27,05:25:34
24104,10151,24104,"Ho, Ada",02:38:22,05:25:28,05:29:46
24105,10152,24105,"Nagy, Sara",02:34:04,05:25:31,05:28:37
24106,10153,24106,"Young, Renee",02:28:54,05:25:31,05:26:55
24108,10154,24108,"Ziminsky, Brittany",02:32:11,05:25:33,05:27:44
24109,10155,24109,"Brauchla, Mary",02:24:07,05:25:33,05:31:37
24111,10156,24111,"Brown, Winna",02:32:40,05:25:36,05:26:49
24112,10157,24112,"Kao, Tseng-Pei",02:28:32,05:25:37,05:31:21
24114,10158,24114,"Lopez, Christina",02:52:09,05:25:40,05:28:52
24116,10159,24116,"Flores, Aline",02:30:57,05:25:41,05:26:54
24117,10160,24117,"Windapo, Titi",02:29:22,05:25:42,05:33:08
24119,10161,24119,"Allain, Jessica",02:27:29,05:25:47,05:35:35
24120,10162,24120,"Moko, Kendall",02:26:27,05:25:48,05:26:51
24121,10163,24121,"Marcotti, Sheri",02:13:01,05:25:51,05:34:29
24122,10164,24122,"Ashe, Edwina",02:27:01,05:25:51,05:34:28
24131,10165,24131,"Binkoski, Katherine",02:28:25,05:26:04,05:28:29
24133,10166,24133,"Nerbonne, Lindsey",02:21:28,05:26:09,05:28:19
24134,10167,24134,"Binkoski, Jacqueline",02:29:26,05:26:09,05:33:17
24135,10168,24135,"Toth, Mira",02:30:02,05:26:10,05:29:36
24138,10169,24138,"Guerra, Adriana",02:26:47,05:26:13,05:37:52
24144,10170,24144,"Leishman, Chloe",02:23:35,05:26:20,05:33:15
24146,10171,24146,"Wallace, Kaylee",02:32:00,05:26:23,05:26:41
24147,10172,24147,"Boyd, Hazel",02:27:25,05:26:23,05:27:34
24148,10173,24148,"A Hayes, Kimberly",02:29:20,05:26:24,05:31:26
24152,10174,24152,"Nolan, Denise",02:36:41,05:26:28,05:29:29
24154,10175,24154,"Fowler, Bree",02:35:56,05:26:30,05:30:20
24157,10176,24157,"Mauretti, Lauren",02:29:24,05:26:35,05:30:01
24159,10177,24159,"Morgan, Mairead",02:29:24,05:26:35,05:30:01
24160,10178,24160,"Ahmie, Brandi",02:28:41,05:26:36,05:32:42
24161,10179,24161,"Buchik, Pat",02:21:48,05:26:36,05:37:51
24162,10180,24162,"Dhanani, Kerrie",02:25:44,05:26:37,05:32:29
24163,10181,24163,"Hulme, Helen",02:29:33,05:26:40,05:37:24
24164,10182,24164,"Lange, Katja",02:44:59,05:26:42,05:30:18
24167,10183,24167,"Manilov, Sarah",02:34:16,05:26:44,05:30:41
24169,10184,24169,"Berry-Toon, Meredith",02:29:01,05:26:47,05:33:16
24170,10185,24170,"Grogan, Andrea",02:31:15,05:26:47,05:32:42
24171,10186,24171,"Hastings, Elizabeth",02:31:22,05:26:48,05:30:19
24172,10187,24172,"O Flaherty, Siobhan",02:36:09,05:26:48,05:36:04
24173,10188,24173,"Slaughter, Adrienne",02:37:18,05:26:48,05:31:21
24174,10189,24174,"Shannahan, Katherine",02:30:21,05:26:49,05:29:26
24176,10190,24176,"Yang, Judy",02:10:24,05:26:52,05:36:58
24180,10191,24180,"Eggers, Jana",02:23:22,05:26:55,05:32:15
24181,10192,24181,"Fisk, Nicolene",02:28:48,05:26:56,05:30:32
24186,10193,24186,"Riggle, Kelly",02:33:31,05:27:02,05:35:25
24188,10194,24188,"Portmann, Rosmarie",02:33:01,05:27:03,05:37:09
24189,10195,24189,"Vlahovic, Marina",02:26:52,05:27:04,05:35:04
24190,10196,24190,"Henry, Thanayi",02:28:34,05:27:05,05:35:43
24192,10197,24192,"Kehayias, Gabriella",02:33:37,05:27:07,05:36:59
24193,10198,24193,"Hagen, Lauren",02:37:27,05:27:07,05:30:14
24196,10199,24196,"Knight, Kalimah",02:28:43,05:27:14,05:35:43
24198,10200,24198,"Hammond, Shannon",02:26:31,05:27:17,05:36:22
24201,10201,24201,"Weeden, Aimee",02:32:30,05:27:20,05:30:02
24205,10202,24205,"Mcmanama, Taylor",02:46:27,05:27:26,05:27:52
24206,10203,24206,"Silva, Nancy",02:33:41,05:27:29,05:34:45
24207,10204,24207,"Horgan, Marissa",02:30:33,05:27:30,05:27:47
24209,10205,24209,"Green, Emma",02:29:01,05:27:36,05:29:47
24211,10206,24211,"Tranter, Rachel",02:34:03,05:27:40,05:37:06
24212,10207,24212,"Taylor, Adina",02:35:35,05:27:44,05:34:32
24213,10208,24213,"Soucy, Jessica",02:06:22,05:27:47,05:39:48
24219,10209,24219,"Fifield, Marguerite",02:40:59,05:28:02,05:31:45
24225,10210,24225,"Miller, Valerie",02:25:04,05:28:05,05:37:40
24227,10211,24227,"Taylor, Laurel",02:18:36,05:28:08,05:36:48
24229,10212,24229,"Daniels, Lauren Carey",02:53:23,05:28:09,05:30:05
24230,10213,24230,"Bogart, Lauren",02:28:52,05:28:10,05:33:51
24232,10214,24232,"Pope, Celia",02:30:47,05:28:17,05:38:23
24233,10215,24233,"Meyer, Teresa",02:23:46,05:28:18,05:33:14
24234,10216,24234,"Belair, Ethel",02:33:31,05:28:20,05:39:57
24235,10217,24235,"Meyer, Eve",02:27:34,05:28:20,05:33:12
24236,10218,24236,"Colleran, Bethany",02:46:10,05:28:21,05:31:22
24237,10219,24237,"Pugh, January",02:30:52,05:28:22,05:34:37
24240,10220,24240,"Dooling, Jennifer",02:31:20,05:28:25,05:32:32
24245,10221,24245,"Handy, Beverly",02:28:56,05:28:34,05:31:06
24246,10222,24246,"Eagleton, Iris",02:41:55,05:28:34,05:29:11
24247,10223,24247,"Manganaro, Brittany",02:42:05,05:28:35,05:29:58
24249,10224,24249,"Austin, Ericka",02:33:12,05:28:37,05:38:49
24252,10225,24252,"Thaddeus, Micha",02:31:20,05:28:42,05:35:28
24255,10226,24255,"Brown, Emily",02:32:11,05:28:42,05:33:59
24259,10227,24259,"Wagner, Amanda",02:28:38,05:28:45,05:30:47
24260,10228,24260,"Hales, Alice",02:31:24,05:28:48,05:32:58
24266,10229,24266,"Dimaggio, Marianna",02:35:48,05:29:01,05:31:40
24270,10230,24270,"Soughley, Ashley",02:31:27,05:29:07,05:32:22
24271,10231,24271,"Lozano, Crystal",02:33:09,05:29:08,05:30:31
24272,10232,24272,"Mcpeck, Alison",02:37:27,05:29:12,05:32:00
24276,10233,24276,"Kawka, Jaclyn",02:06:44,05:29:20,05:37:24
24277,10234,24277,"Broccoli, Julia",02:28:00,05:29:29,05:29:47
24278,10235,24278,"Ward, Sarah",02:28:50,05:29:33,05:32:23
24280,10236,24280,"Dupey, Peggy",02:37:55,05:29:34,05:30:20
24283,10237,24283,"Kuo, Ling-Ling",02:24:18,05:29:37,05:34:50
24287,10238,24287,"Rosseel, Kathryn",02:31:26,05:29:44,05:29:57
24288,10239,24288,"Moon, Melanie",02:31:07,05:29:45,05:29:50
24291,10240,24291,"Grijalvo, Ana",02:33:03,05:29:50,05:34:09
24293,10241,24293,"Eskander, Megan",02:22:53,05:29:52,05:32:41
24297,10242,24297,"Verdadero, Yasmin",02:31:54,05:29:55,05:37:28
24298,10243,24298,"Chang, Kate",02:29:16,05:29:55,05:32:14
24299,10244,24299,"English, Stephanie",02:21:49,05:29:57,05:36:44
24300,10245,24300,"Davis, Kristin",02:40:49,05:29:59,05:31:01
24301,10246,24301,"Finnegan, Angelia",02:31:05,05:30:01,05:40:25
24302,10247,24302,"Coleman, Mamie",02:30:37,05:30:03,05:33:06
24303,10248,24303,"Younga, Song",02:23:19,05:30:06,05:39:56
24305,10249,24305,"Hanson, Kaci",02:20:50,05:30:06,05:57:20
24306,10250,24306,"Steele, Tifanie",02:20:49,05:30:06,05:32:20
24307,10251,24307,"Merkys, Victoria",02:20:49,05:30:06,05:32:20
24308,10252,24308,"Kim, Mihae",02:23:19,05:30:07,05:39:57
24309,10253,24309,"Seo, Hyunmi",02:23:19,05:30:07,05:39:56
24310,10254,24310,"Ahn, Youjung",02:23:20,05:30:07,05:39:56
24311,10255,24311,"Kim, Minja",02:23:20,05:30:07,05:39:56
24314,10256,24314,"Holland, Julia",02:36:32,05:30:12,05:33:15
24316,10257,24316,"Tullio, Jennifer",02:23:20,05:30:13,05:38:06
24317,10258,24317,"Scalera, Fernanda",02:23:20,05:30:13,05:38:06
24318,10259,24318,"Lee, Jenny",02:16:43,05:30:13,05:31:21
24319,10260,24319,"Sallan, Sarah",02:37:11,05:30:16,05:31:41
24320,10261,24320,"O'Neill, Allison",02:37:11,05:30:16,05:31:41
24321,10262,24321,"Ward, Laura",02:34:39,05:30:17,05:37:26
24322,10263,24322,"Stapleton, Erica",02:25:51,05:30:19,05:39:10
24323,10264,24323,"Mooney, Shannon",02:25:02,05:30:21,05:41:07
24324,10265,24324,"Hurley, Susan",02:31:33,05:30:23,05:40:11
24327,10266,24327,"Walch, Kimberly",02:26:01,05:30:25,05:37:57
24328,10267,24328,"Peressutti, Gabriella",02:35:21,05:30:25,05:39:17
24329,10268,24329,"Scammon, Erinn",02:42:47,05:30:26,05:34:17
24331,10269,24331,"Chang, Rachel",02:33:32,05:30:27,05:42:49
24332,10270,24332,"Calhoun, Nicole",02:33:15,05:30:29,05:41:32
24334,10271,24334,"Feng, Liping",02:34:39,05:30:32,05:40:32
24336,10272,24336,"O'connell, Joanne",02:34:38,05:30:33,05:40:49
24338,10273,24338,"Pauline, Kirsten",02:31:19,05:30:36,05:38:15
24339,10274,24339,"Jordan, Robbin",02:35:50,05:30:37,05:32:04
24342,10275,24342,"Devlin, Maria",02:32:30,05:30:41,05:41:04
24343,10276,24343,"Calandra, Danielle",02:37:43,05:30:41,05:32:31
24345,10277,24345,"Preechasammakul, Somkid",02:38:38,05:30:43,05:37:04
24347,10278,24347,"Carmona, Katie",02:22:29,05:30:47,05:40:47
24348,10279,24348,"Blanchard, Carol",02:30:00,05:30:47,05:35:21
24349,10280,24349,"Puttkammer, Kathryn",02:38:38,05:30:48,05:40:48
24350,10281,24350,"Miller, Kristen",02:39:10,05:30:49,05:31:40
24354,10282,24354,"Cuevas, Maria De La Luz",02:25:04,05:30:55,05:40:52
24356,10283,24356,"Axelrod, Lauren",02:40:43,05:30:58,05:38:58
24357,10284,24357,"Kim, Jung Ok",02:26:59,05:31:04,05:39:29
24358,10285,24358,"Milite, Maggie",02:25:58,05:31:04,05:35:43
24359,10286,24359,"Jung, Yun Kyung",02:26:58,05:31:04,05:39:29
24360,10287,24360,"Lee, Mi Ju",02:26:59,05:31:05,05:39:29
24363,10288,24363,"Aikman, Elizabeth",02:31:45,05:31:10,05:36:38
24365,10289,24365,"Hedlund, Casey",02:23:42,05:31:10,05:31:54
24366,10290,24366,"Castro, Melissa",02:36:51,05:31:11,05:38:27
24367,10291,24367,"Benson, Leah",02:32:15,05:31:13,05:32:01
24369,10292,24369,"Ostrander, Heather",02:37:36,05:31:15,05:31:41
24374,10293,24374,"Dallenbach, Jean",02:27:47,05:31:25,05:41:49
24378,10294,24378,"Flecchia, Samantha",02:21:09,05:31:37,05:32:07
24379,10295,24379,"Allen, Caroline",02:26:37,05:31:37,05:32:05
24381,10296,24381,"Aslanian, Denise",02:29:59,05:31:42,05:42:16
24383,10297,24383,"Chokler, Elena",02:28:01,05:31:43,05:34:21
24385,10298,24385,"Mackenzie, Noeleen",02:22:20,05:31:44,05:38:04
24386,10299,24386,"Kerrigan, Adrienne",02:37:16,05:31:45,05:32:29
24390,10300,24390,"Casey, Emily",02:34:44,05:31:50,05:35:36
24391,10301,24391,"Barton, Crystal",02:18:31,05:31:50,05:40:08
24392,10302,24392,"Fitzgerald, Megan",02:30:27,05:31:50,05:32:06
24394,10303,24394,"Connell, Krystal",02:30:52,05:31:52,05:41:55
24395,10304,24395,"Lamb, Maura",02:36:38,05:31:54,05:36:39
24397,10305,24397,"Moran, Barbara",02:38:01,05:32:00,05:41:03
24398,10306,24398,"Quinn, Malgorzata",02:24:14,05:32:01,05:40:11
24399,10307,24399,"St Clare, Robin",02:30:06,05:32:02,05:43:00
24400,10308,24400,"Mescher, Julie",02:31:18,05:32:02,05:42:59
24403,10309,24403,"Desiato, Brittany",02:27:42,05:32:03,05:38:52
24405,10310,24405,"Amory, Melissa",02:32:43,05:32:04,05:32:57
24406,10311,24406,"Tam, Kai Ying",02:23:12,05:32:04,05:37:06
24409,10312,24409,"Lang, Katherine",02:23:48,05:32:08,05:34:55
24411,10313,24411,"Nielsen, Justine",02:34:00,05:32:12,05:44:07
24412,10314,24412,"Vera, Mary",02:42:21,05:32:15,05:33:28
24414,10315,24414,"Kelly, Mckenzie",02:19:02,05:32:17,05:41:06
24418,10316,24418,"Shaw, Olivia",02:37:25,05:32:19,05:35:27
24419,10317,24419,"Backeberg, Olga",02:27:13,05:32:19,05:41:59
24420,10318,24420,"Logue, Kaelin",02:38:56,05:32:20,05:32:47
24421,10319,24421,"Choi, Meeheh",02:32:12,05:32:23,05:40:09
24424,10320,24424,"Li, Cheuk Lam Joyce",02:28:13,05:32:33,05:35:33
24426,10321,24426,"Fuller, Amanda",02:24:30,05:32:36,05:35:29
24428,10322,24428,"Pedro, Gina",02:30:13,05:32:40,05:38:28
24429,10323,24429,"Burke, Shea",02:38:44,05:32:41,05:36:40
24430,10324,24430,"Mc Conn, Denise",02:31:08,05:32:42,05:44:01
24431,10325,24431,"Mitchener, Lori",02:20:43,05:32:42,05:40:00
24432,10326,24432,"Lindahl, Mary",02:34:03,05:32:42,05:43:44
24437,10327,24437,"Zhang, Jianhua",02:22:03,05:32:49,05:37:20
24438,10328,24438,"Johnson, Melissa",02:43:10,05:32:49,05:35:31
24439,10329,24439,"Rullie, Marcia",02:34:37,05:32:50,05:44:00
24442,10330,24442,"Irvine, Meaghan",02:33:32,05:32:51,05:34:54
24444,10331,24444,"Dumas, Annie",02:29:55,05:32:52,05:57:55
24448,10332,24448,"Tjokrosaputro, Denise",02:36:37,05:32:59,05:33:39
24449,10333,24449,"Imperillo, Jennifer",02:29:52,05:32:59,05:35:19
24450,10334,24450,"Korona, Jenn",02:38:24,05:33:02,05:33:27
24453,10335,24453,"Karkos, Denise",02:34:44,05:33:08,05:42:16
24454,10336,24454,"Miner, Elizabeth",02:29:44,05:33:08,05:33:25
24457,10337,24457,"Pugsley, Katherine",02:35:39,05:33:09,05:39:49
24458,10338,24458,"Prager, Sara",02:40:18,05:33:20,05:35:10
24459,10339,24459,"Glover, Susan",02:31:25,05:33:24,05:42:10
24461,10340,24461,"Clayton, Deleica",02:31:37,05:33:25,05:39:34
24462,10341,24462,"Harris, Bridget",02:39:08,05:33:25,05:37:38
24463,10342,24463,"Forte, Ryann",02:39:08,05:33:26,05:37:38
24466,10343,24466,"Ganeshanty, Amelia Anes",02:39:29,05:33:30,05:39:18
24467,10344,24467,"Connor, Kelly",02:34:29,05:33:32,05:41:54
24468,10345,24468,"Dowd, Jane",02:39:49,05:33:38,05:40:44
24470,10346,24470,"Anziani, Karine",02:36:56,05:33:41,05:38:53
24471,10347,24471,"Parks, Kathryn",02:20:41,05:33:42,05:41:29
24473,10348,24473,"Le Beau, Tracy",02:35:27,05:33:46,05:41:04
24474,10349,24474,"Norwood, Kaitlynn",02:35:01,05:33:46,05:36:57
24475,10350,24475,"Beers, Samantha",02:35:01,05:33:46,05:36:57
24476,10351,24476,"Weese, Diane",02:37:21,05:33:47,05:45:11
24477,10352,24477,"Garcia, Cecille Marie",02:34:41,05:33:47,05:37:23
24478,10353,24478,"Byer, Alexandria",02:33:59,05:33:52,05:33:55
24479,10354,24479,"Pasquarosa, Jennifer",02:35:47,05:33:54,05:44:17
24480,10355,24480,"Gaspar, Jennifer",02:35:49,05:33:54,05:44:17
24481,10356,24481,"Austin, Towalame",02:30:37,05:33:58,05:37:01
24482,10357,24482,"Dunn, Nina",02:41:17,05:34:02,05:44:56
24485,10358,24485,"Meehan, Lisa",02:26:47,05:34:07,05:40:46
24487,10359,24487,"Lake, Corina",02:33:17,05:34:07,05:35:02
24488,10360,24488,"Durfee, Kyra",02:38:47,05:34:09,05:39:46
24491,10361,24491,"Sullivan, Olivia",02:32:01,05:34:14,05:35:19
24496,10362,24496,"Gillman, Katherine",02:40:29,05:34:30,05:40:08
24498,10363,24498,"Bell, Patricia",02:35:07,05:34:33,05:35:51
24500,10364,24500,"Casey, Linda",02:32:51,05:34:34,05:35:16
24501,10365,24501,"Jalla, Deepika",02:33:53,05:34:35,05:39:02
24503,10366,24503,"Ahn, Stella",02:08:51,05:34:39,05:42:52
24504,10367,24504,"Flaherty, Tiffany",02:46:05,05:34:40,05:35:08
24508,10368,24508,"Calvert, Deirdre",02:15:04,05:34:45,05:42:52
24509,10369,24509,"Granara, Jordyn",02:34:11,05:34:45,05:35:59
24510,10370,24510,"Spinazola, Jamie",02:34:12,05:34:46,05:36:00
24511,10371,24511,"Keady, Lauren",02:11:57,05:34:47,05:34:53
24512,10372,24512,"Ryll, Anika",02:27:05,05:34:48,05:46:09
24513,10373,24513,"Kim, Hyunju",02:35:12,05:34:48,05:40:22
24515,10374,24515,"Cottage, Megan",02:45:21,05:34:53,05:37:00
24516,10375,24516,"Flores, Jessica",02:36:00,05:35:01,05:47:14
24517,10376,24517,"Noble, Anne",02:34:11,05:35:03,05:35:06
24522,10377,24522,"Stubbs, Kelly",02:30:34,05:35:11,05:44:22
24525,10378,24525,"Federico, Beth",02:38:58,05:35:15,05:36:26
24526,10379,24526,"Mcneill, Megan",02:37:47,05:35:16,05:39:36
24528,10380,24528,"Gama Osuna, Gracia",02:35:34,05:35:18,05:46:03
24529,10381,24529,"Puddu, Silvana",02:39:17,05:35:22,05:45:08
24532,10382,24532,"Galland, Taylor",02:30:09,05:35:27,05:35:56
24536,10383,24536,"Maruyama, Kyoko",02:00:54,05:35:34,05:44:50
24537,10384,24537,"Karaman, Tanya",02:16:18,05:35:34,05:41:50
24539,10385,24539,"Weir, Fiona",02:38:22,05:35:43,05:37:56
24540,10386,24540,"O'brien, Hayley",02:38:23,05:35:44,05:37:56
24542,10387,24542,"Thomas, Debra",02:32:38,05:35:49,05:36:48
24545,10388,24545,"Langlois, Melinda",02:37:20,05:35:50,05:41:29
24548,10389,24548,"Voigt, Rachel",02:31:32,05:35:54,05:42:03
24549,10390,24549,"Montgomery, Petra",02:27:01,05:35:54,05:37:02
24550,10391,24550,"Enright, Kristin",02:19:49,05:35:55,05:45:42
24551,10392,24551,"Bernard, Rebecca",02:20:25,05:35:56,05:39:41
24553,10393,24553,"Carty, Fidelma",02:32:17,05:35:58,05:44:03
24555,10394,24555,"Szymanski, Talia",02:29:43,05:36:01,05:45:20
24556,10395,24556,"Huang, Biyu",02:28:58,05:36:03,05:36:32
24559,10396,24559,"Pettit, Emma",02:32:44,05:36:12,05:46:11
24562,10397,24562,"Flaherty, Keira",02:29:25,05:36:14,05:45:24
24564,10398,24564,"Flaherty, Meghan",02:29:25,05:36:14,05:45:24
24566,10399,24566,"Ellison, Kristin",02:43:42,05:36:24,05:37:36
24567,10400,24567,"Ascencio, Wanda",02:34:31,05:36:24,05:46:37
24568,10401,24568,"Slovenski, Phoebe",02:29:48,05:36:25,05:44:26
24571,10402,24571,"Thibault, Suzanne",02:31:42,05:36:27,05:42:41
24572,10403,24572,"Patten, Kristen",02:27:42,05:36:27,05:41:20
24574,10404,24574,"Christian, Kimberly",02:22:01,05:36:29,05:48:23
24575,10405,24575,"Doherty, Hannah",02:38:13,05:36:29,05:37:40
24576,10406,24576,"Billups, Tonisia",02:22:01,05:36:29,05:48:24
24578,10407,24578,"Folkert, Jacqueline",02:26:51,05:36:30,05:45:13
24582,10408,24582,"Ragon, Susan",02:32:37,05:36:31,05:44:50
24584,10409,24584,"Ouellette, Nicole",02:40:12,05:36:33,05:41:08
24585,10410,24585,"Rega, Jessica",02:35:09,05:36:37,05:38:51
24586,10411,24586,"Tran, Yen",02:37:42,05:36:38,05:37:20
24587,10412,24587,"French, Heather",02:31:21,05:36:39,05:41:35
24588,10413,24588,"Kearns, Melissa",02:28:30,05:36:40,05:47:49
24591,10414,24591,"Pontes, Rafaella",02:21:41,05:36:44,05:37:39
24593,10415,24593,"Valerin, Nazira",02:28:58,05:36:50,05:42:31
24595,10416,24595,"Royston, Jordan",02:30:16,05:36:54,05:38:44
24597,10417,24597,"Horlbogen, Emily",02:34:20,05:37:00,05:48:39
24599,10418,24599,"Stanbrook, Elizabeth",02:25:29,05:37:01,05:40:08
24600,10419,24600,"Vogel, Meghan",02:33:03,05:37:02,05:37:10
24601,10420,24601,"Zimmerman, Heather",02:30:10,05:37:03,05:46:37
24603,10421,24603,"Yu, Dorothy",02:41:12,05:37:11,05:41:25
24604,10422,24604,"Beaudoin, Kaleigh",02:38:11,05:37:11,05:41:24
24606,10423,24606,"Caligari, Monica",02:37:53,05:37:14,05:47:29
24608,10424,24608,"Chang, Yahui",02:28:55,05:37:18,05:45:29
24610,10425,24610,"Anglin, Tracey",02:36:43,05:37:18,05:40:24
24611,10426,24611,"Waisnor, Lauren",02:33:57,05:37:19,05:39:43
24612,10427,24612,"Barlow, Lindsey",02:28:38,05:37:20,05:39:49
24614,10428,24614,"Noga, Amy",02:36:08,05:37:22,05:49:22
24615,10429,24615,"Khosla, Anju",02:32:50,05:37:23,05:41:12
24619,10430,24619,"Law, Kim",02:18:02,05:37:27,05:47:39
24622,10431,24622,"Joyce, Jennifer",02:25:22,05:37:30,05:49:00
24623,10432,24623,"Gleason, Marilee",02:08:25,05:37:33,05:48:34
24624,10433,24624,"Mwanawasa, Mayamba",02:34:00,05:37:33,05:43:00
24625,10434,24625,"Beaney, Sara",02:09:51,05:37:35,05:39:00
24626,10435,24626,"Black, Jennifer",02:25:33,05:37:36,05:43:53
24627,10436,24627,"Brown, Leanne",02:36:05,05:37:38,05:45:53
24629,10437,24629,"Mckenzie, Zea",02:30:14,05:37:40,05:49:35
24631,10438,24631,"Smith, Patrice",02:22:43,05:37:42,05:48:56
24635,10439,24635,"Marasciulo, Lizz",02:46:33,05:37:57,05:40:49
24636,10440,24636,"Lacey, Karen",02:59:22,05:37:59,05:48:32
